UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air_temperature_K_roll_mean,Air_temperature_K_roll_std,Air_temperature_K_roll_var,Process_temperature_K_roll_mean,Process_temperature_K_roll_std,Process_temperature_K_roll_var,Rotational_speed_rpm_roll_mean,Rotational_speed_rpm_roll_std,Rotational_speed_rpm_roll_var,Torque_Nm_roll_mean,Torque_Nm_roll_std,Torque_Nm_roll_var,Tool_wear_min_roll_mean,Tool_wear_min_roll_std,Tool_wear_min_roll_var
8626,L55805,L,297.4,308.3,1632,33.5,39,0,0,0,0,0,0,297.56,0.0843274043401604,0.007111111122748902,308.47999999999996,0.14757295751426877,0.021777777789508176,1513.4,131.7263156025457,17351.82222222147,41.25,7.637517048535184,58.33166666666558,24.7,8.654478609352386,74.89999999973801
8627,L55806,L,297.4,308.2,1402,49.7,41,0,0,0,0,0,0,297.54,0.09660917836858525,0.009333333345053119,308.44,0.16465452050534357,0.027111111122844606,1518.1,126.16783354810148,15918.322222221443,41.58,7.949675045769603,63.19733333333194,27.5,8.97217922244899,80.49999999974536
8628,L55807,L,297.4,308.3,1347,45.8,43,0,0,0,0,0,0,297.52,0.10327955595599449,0.010666666678467397,308.40999999999997,0.15951314822352344,0.025444444456179764,1499.9,137.07617509172454,18789.877777777125,41.63,7.977196667167309,63.63566666666523,30.3,9.006787563941703,81.12222222197492
8629,L55808,L,297.5,308.4,1747,31.0,45,0,0,0,0,0,0,297.5,0.08164965816552869,0.006666666678547685,308.38,0.12292725947831301,0.015111111122848495,1491.7,116.0402707875324,13465.344444443848,42.24,6.684177004106055,44.67822222222019,33.1,8.761658899228314,76.7666666664267
8630,H38043,H,297.5,308.5,1557,39.1,47,0,0,0,0,0,0,297.48999999999995,0.07378647881804297,0.005444444456365504,308.37,0.10593499060253049,0.011222222233958225,1499.4,117.72019556747175,13858.044444443796,42.17,6.716157962538985,45.10677777777582,35.9,8.21178015615985,67.4333333331007
8631,L55810,L,297.4,308.4,1371,57.4,52,0,0,0,0,0,0,297.46999999999997,0.06749485585996726,0.004555555567557756,308.36,0.09660917836866803,0.009333333345069115,1489.0,124.51327461582149,15503.555555554976,43.67,8.268823643326845,68.37344444444105,38.7,8.472832400600382,71.78888888866362
8632,H38045,H,297.3,308.3,1506,37.0,54,0,0,0,0,0,0,297.44,0.06992058996471692,0.0048888889010140725,308.34,0.08432740434074024,0.007111111122846696,1496.5,122.87957067343726,15099.388888888261,42.11,7.858251148385956,61.752111111109194,41.5,8.436033823216261,71.16666666644878
8633,L55812,L,297.3,308.3,1590,35.5,59,0,0,0,0,0,0,297.41999999999996,0.07888106385204963,0.00622222223443113,308.34000000000003,0.08432740434074024,0.007111111122846696,1511.8,124.16637583858264,15417.288888888159,41.43,8.129514130622981,66.08899999999873,44.5,8.822320178565464,77.83333333312335
8634,L55813,L,297.4,308.3,1336,53.7,61,0,0,0,0,0,0,297.40999999999997,0.07378647882027797,0.00544444445669533,308.34000000000003,0.08432740434074024,0.007111111122846696,1497.8,135.98186153552257,18491.066666666033,42.24,8.952988327927049,80.15599999999797,47.5,8.822320178565914,77.83333333313128
8635,L55814,L,297.3,308.3,1411,43.2,63,0,0,0,0,0,0,297.39,0.07378647882085361,0.005444444456780279,308.33,0.08232726030612927,0.006777777789513169,1489.9,138.75193692341531,19252.09999999942,42.589999999999996,8.91097326022484,79.4054444444421,50.4,8.656404180324468,74.93333333313893
8636,L55815,L,297.4,308.3,1704,27.3,65,0,0,0,0,0,0,297.39,0.07378647882085361,0.005444444456780279,308.33000000000004,0.08232726030612927,0.006777777789513169,1497.1,148.47255638669176,22044.09999999937,41.97,9.786390777219285,95.77344444444267,53.0,8.755950357698422,76.66666666647912
8637,L55816,L,297.5,308.4,1723,27.3,67,0,0,0,0,0,0,297.4,0.08164965816805396,0.00666666667896006,308.35,0.07071067820163689,0.005000000011735445,1529.2,159.8887112963237,25564.399999999143,39.730000000000004,10.366832796096526,107.47122222222252,55.6,8.65640418032526,74.93333333315266
8638,L55817,L,297.5,308.5,1459,39.7,69,0,0,0,0,0,0,297.41,0.08755950364704887,0.007666666678917565,308.37,0.08232726030614385,0.006777777789515567,1540.4,149.27841251983995,22284.04444444351,39.12,10.14711781739036,102.96400000000088,58.2,8.350648677387852,69.7333333331595
8639,L55818,L,297.6,308.5,1572,35.9,71,0,0,0,0,0,0,297.42,0.10327955595796764,0.01066666667887497,308.38,0.09189365841114175,0.008444444456183602,1522.9,131.57545363782407,17312.09999999919,39.61,9.824623261083483,96.52322222222264,60.8,7.814516406438704,61.06666666649968
8640,L55819,L,297.5,308.4,1384,56.0,73,0,0,0,0,0,0,297.41999999999996,0.10327955595796764,0.01066666667887497,308.37,0.08232726030614383,0.006777777789515566,1505.6,137.81888275720334,18994.04444444376,41.3,11.098147993646855,123.16888888888772,63.4,6.995236474428379,48.933333333173174
8641,L55820,L,297.6,308.6,1383,47.5,75,0,0,0,0,0,0,297.44,0.11737877912936727,0.013777777789900787,308.39,0.11005049351480131,0.012111111122851325,1506.8,136.56321287634685,18649.511111110423,40.309999999999995,9.876734728081374,97.54988888888866,65.7,6.600505031170915,43.56666666651256
8642,M23501,M,297.6,308.5,1360,48.6,77,0,0,0,0,0,0,297.46999999999997,0.11595018092457153,0.013444444456440871,308.41,0.11005049351480675,0.012111111122852524,1492.2,144.24654819671105,20807.066666666084,41.47,10.122916795293891,102.47344444444313,68.0,6.05530070818276,36.666666666518644
8643,M23502,M,297.5,308.4,1596,36.6,80,0,0,0,0,0,0,297.48999999999995,0.09944289266107263,0.009888888900801612,308.41999999999996,0.10327955595571386,0.010666666678409431,1492.8,144.71028528292686,20941.06666666608,41.58,10.05659540357022,101.13511111110968,70.1,6.22628835394926,38.766666666524195
8644,L55823,L,297.5,308.5,1448,54.3,83,0,0,0,0,0,0,297.5,0.09428090422115794,0.008888888900759156,308.43999999999994,0.09660917836871671,0.009333333345078522,1504.0,135.2512066078829,18292.88888888822,41.64,10.138397857211444,102.78711111110962,72.3,6.532823109318138,42.677777777641104
8645,M23504,M,297.6,308.5,1443,38.2,85,0,0,0,0,0,0,297.53000000000003,0.06749485585807645,0.004555555567302517,308.46000000000004,0.08432740434081866,0.007111111122859922,1507.2,133.16889860457235,17733.95555555487,41.14,10.176137665036611,103.55377777777676,74.5,6.753599863108578,45.611111110980204
8646,M23505,M,297.6,308.6,1492,35.5,88,0,0,0,0,0,0,297.55,0.05270462778012344,0.00277777778944136,308.49,0.07378647881691251,0.005444444456198679,1486.0,113.82833078319453,12956.888888888352,41.96,9.222701460104867,85.05822222222044,76.8,7.067924416363737,49.95555555543067
8647,L55826,L,297.5,308.6,1497,43.9,91,0,0,0,0,0,0,297.55,0.05270462778012344,0.00277777778944136,308.51,0.07378647881692878,0.00544444445620108,1463.4,78.4972752534879,6161.822222221845,43.62,7.650824211227689,58.53511111110778,79.2,7.435649863244658,55.2888888887703
8648,L55827,L,297.5,308.5,1530,38.5,93,0,0,0,0,0,0,297.55,0.05270462778012344,0.00277777778944136,308.51,0.07378647881692878,0.00544444445620108,1470.5,81.21884017886228,6596.499999999573,43.5,7.728159188606381,59.72444444444123,81.6,7.647802879832652,58.4888888887766
8649,M23508,M,297.4,308.4,1478,46.2,95,0,0,0,0,0,0,297.53000000000003,0.06749485585807645,0.004555555567302517,308.5,0.08164965816476352,0.006666666678422735,1461.1,73.21118615196326,5359.877777777418,44.53,7.2758428301389735,52.93788888888471,84.0,7.7172246018532835,59.55555555544957
8650,L55829,L,297.4,308.4,1328,61.8,98,0,0,0,0,0,0,297.52,0.078881063849388,0.0062222222340112265,308.5,0.08164965816476352,0.006666666678422735,1455.5,81.44289069307479,6632.944444444128,45.11,8.43121844364382,71.0854444444397,86.5,7.8066922857472125,60.94444444434503
8651,H38064,H,297.4,308.3,1771,27.4,100,0,0,0,0,0,0,297.5,0.08164965816546745,0.006666666678537685,308.46999999999997,0.09486832986698246,0.009000000011750596,1494.3,124.24263895029245,15436.233333332726,43.1,10.040473649739253,100.81111111110827,89.0,7.717224601854134,59.555555555462696
8652,M23511,M,297.4,308.4,1564,35.0,105,0,0,0,0,0,0,297.48,0.07888106385042284,0.006222222234174486,308.46,0.09660917836873742,0.009333333345082523,1514.7,116.23066147392393,13509.566666665904,41.739999999999995,10.133355263134089,102.68488888888734,91.8,7.955431408088652,63.288888888803385
8653,H38066,H,297.3,308.3,1461,41.5,108,0,0,0,0,0,0,297.46000000000004,0.09660917837020937,0.009333333345366929,308.45,0.10801234502784213,0.011666666678413613,1501.2,113.54764051562678,12893.066666666009,42.23,9.97441727621208,99.48899999999799,94.6,8.262364471904428,68.26666666658853
8654,M23513,M,297.4,308.3,1335,57.9,113,0,0,0,0,0,0,297.45,0.09718253164288146,0.009444444456519657,308.42999999999995,0.1159501809234763,0.013444444456186887,1489.9,124.52259946602949,15505.877777777208,42.59,10.5090913022962,110.44099999999766,97.6,8.996295533899666,80.93333333326308
8655,M23514,M,297.4,308.4,1441,46.8,116,0,0,0,0,0,0,297.42999999999995,0.08232726030868902,0.006777777789934642,308.42,0.11352924249121495,0.012888888900629085,1489.7,124.60787383717633,15527.122222221653,43.45,10.46170264451342,109.44722222221907,100.7,9.499122766512247,90.23333333327128
8656,L55835,L,297.3,308.3,1268,60.6,119,0,0,0,0,0,0,297.4,0.06666666675875063,0.004444444456722306,308.39,0.09944289266016051,0.009888888900620205,1467.3,142.93436722262751,20430.233333332933,45.959999999999994,11.318343027532048,128.10488888888332,103.8,9.942054337227823,98.84444444439056
8657,M23516,M,297.3,308.3,1697,27.4,121,0,0,0,0,0,0,297.38,0.06324555330108544,0.00400000001236044,308.36,0.06992058996182436,0.004888888900609573,1487.3,160.46879239694175,25750.233333332788,44.31,12.762571144648646,162.88322222221825,106.8,10.174041041349554,103.5111111110651
8658,L55837,L,297.4,308.4,1421,46.0,124,0,0,0,0,0,0,297.37,0.048304589282335504,0.002333333345735122,308.35,0.05270462778062843,0.00277777778949459,1476.4,160.94733438129373,25904.044444443978,45.06,12.60257469285083,158.8248888888842,109.9,10.22469776787591,104.5444444444066
8659,L55838,L,297.4,308.5,1496,36.4,126,0,0,0,0,0,0,297.37,0.048304589282335504,0.002333333345735122,308.36,0.06992058996182436,0.004888888900609573,1478.2,161.06782560289304,25942.844444443966,44.08,12.882011575146892,165.94622222221852,113.0,9.899494936610168,97.99999999997034
8660,L55839,L,297.5,308.5,1375,55.6,128,0,0,0,0,0,0,297.38,0.06324555330108544,0.00400000001236044,308.37,0.08232726030606316,0.006777777789502283,1482.9,156.82789576120817,24594.988888888376,43.46,12.057197020866703,145.3759999999969,116.0,9.380831519645703,87.9999999999783
8661,L55840,L,297.4,308.5,1295,52.1,130,0,0,0,0,0,0,297.38,0.06324555330108544,0.00400000001236044,308.39,0.0875595036440906,0.007666666678399514,1435.3,129.52996221380963,16778.011111110947,45.93,10.873520333564423,118.23344444443897,119.0,8.445906306212471,71.33333333331959
8662,L55841,L,297.4,308.5,1643,33.8,132,0,0,0,0,0,0,297.38,0.06324555330108544,0.00400000001236044,308.4,0.0942809042204516,0.008888888900625969,1443.2,140.2195104509743,19661.511111110893,45.81,11.013269773827652,121.29211111110577,121.7,7.761013679496173,60.233333333326726
8663,L55842,L,297.5,308.6,1514,36.9,134,0,0,0,0,0,0,297.4,0.06666666675875063,0.004444444456722306,308.42999999999995,0.1059349906026084,0.011222222233974729,1448.5,141.95793586677462,20152.055555555296,45.35,11.305480480230992,127.813888888884,124.3,6.976946164173698,48.677777777778076
8664,L55843,L,297.5,308.6,1671,29.4,136,0,0,0,0,0,0,297.40999999999997,0.07378647882017668,0.005444444456680381,308.46,0.10749677003205783,0.011555555567325126,1482.1,151.54863539104662,22966.988888888387,42.5,11.382247385975823,129.55555555555347,126.6,6.61983551323057,43.822222222228646
8665,H38078,H,297.5,308.6,1355,58.9,138,0,0,0,0,0,0,297.41999999999996,0.07888106385195487,0.006222222234416181,308.48,0.11352924249138982,0.012888888900668792,1473.5,156.4993787705086,24492.05555555512,43.71,12.48033564363453,155.75877777777453,128.8,6.356099432829246,40.40000000001226
8666,L55845,L,297.6,308.7,1365,50.6,143,0,0,0,0,0,0,297.45,0.08498365863088318,0.007222222234290486,308.52,0.11352924249146883,0.012888888900686731,1483.2,144.92511476237783,21003.288888888383,42.71,11.323667446743663,128.22544444444213,131.2,6.762642481556443,45.733333333351894
8667,L55846,L,297.5,308.7,1407,42.5,145,0,0,0,0,0,0,297.46999999999997,0.06749485585982772,0.00455555556753892,308.56,0.09660917836907165,0.009333333345147103,1454.2,125.04026018313614,15635.06666666638,44.220000000000006,9.982629357483184,99.65288888888512,133.6,6.9952364744416,48.93333333335814
8668,M23527,M,297.5,308.8,1455,46.1,147,0,0,0,0,0,0,297.48,0.06324555329776398,0.004000000011940304,308.6,0.10540925539504656,0.011111111122938153,1457.6,124.49828200510201,15499.822222221908,44.230000000000004,9.984660457143281,99.69344444444067,135.9,7.264066813204392,52.76666666669741
8669,L55848,L,297.5,308.8,1502,45.9,150,0,0,0,0,0,0,297.48999999999995,0.05676462132454441,0.0032222222341189224,308.63,0.11595018092387961,0.013444444456280414,1458.2,124.71817117895012,15554.622222221902,45.18,9.601481367187032,92.18844444443977,138.3,7.5872700404495665,57.56666666670357
8670,M23529,M,297.5,308.8,1471,52.3,152,0,0,0,0,0,0,297.48999999999995,0.05676462132454441,0.0032222222341189224,308.65999999999997,0.11737877912817514,0.013777777789620924,1467.8,121.24887170150694,14701.288888888492,44.85,9.253978123548096,85.63611111110673,140.7,7.761013679499376,60.23333333337645
8671,L55850,L,297.5,308.9,1581,30.4,155,0,0,0,0,0,0,297.5,0.04714045220482369,0.002222222234075267,308.7,0.12472191293996619,0.015555555567404507,1496.4,109.08019476004,11898.488888888258,42.68,9.88756795172593,97.76399999999772,143.2,7.955431408097146,63.288888888938544
8672,L55851,L,297.5,308.8,1530,37.8,157,0,0,0,0,0,0,297.51000000000005,0.031622776788405804,0.0010000000118093367,308.73,0.10593499060308116,0.011222222234074895,1485.1,97.43767238598971,9494.099999999462,43.08,9.564029834053425,91.470666666664,145.7,7.97287066662459,63.56666666672283
8673,L55852,L,297.5,308.8,1312,50.3,159,0,0,0,0,0,0,297.51000000000005,0.031622776788405804,0.0010000000118093367,308.75,0.09718253164174732,0.00944444445629922,1464.9,110.80257718623123,12277.21111111073,44.42,9.540649873043034,91.02399999999604,148.2,7.8145164064534,61.06666666672936
8674,L55853,L,297.4,308.6,1494,42.6,161,0,0,0,0,0,0,297.5,0.04714045220481022,0.0022222222340739966,308.75,0.09718253164174732,0.00944444445629922,1447.2,85.46058220671603,7303.511111110867,45.739999999999995,8.024296438525193,64.38933333332808,150.7,7.469196000170176,55.788888888958155
8675,M23534,M,297.4,308.6,1528,29.1,163,0,0,0,0,0,0,297.49,0.05676462132452265,0.003222222234116452,308.75,0.09718253164174732,0.00944444445629922,1464.5,82.16954017963688,6751.833333332959,42.760000000000005,8.126800655170923,66.04488888888653,153.2,6.908931417622346,47.73333333340913
8676,H38089,H,297.3,308.6,1688,29.4,166,0,0,0,0,0,0,297.46000000000004,0.06992058996395066,0.004888888900906918,308.74,0.10749677003244966,0.011555555567409368,1496.8,100.21399325664969,10042.844444443828,40.64,8.605450469195526,74.0537777777775,155.5,6.9641941385979305,48.50000000008177
8677,M23536,M,297.3,308.5,1520,42.4,171,0,0,0,0,0,0,297.44,0.08432740434290427,0.00711111112321167,308.72,0.1316561177658988,0.017333333345188214,1508.1,95.20906819555564,9064.766666665966,40.629999999999995,8.603106674012833,74.01344444444416,158.1,7.445356494716813,55.43333333342183
8678,M23537,M,297.3,308.5,1664,28.9,174,0,0,0,0,0,0,297.41999999999996,0.0918936584135637,0.008444444456628727,308.69,0.14491376750280785,0.02100000001185785,1529.0,104.72185381602932,10966.666666665817,38.910000000000004,9.093398093611116,82.68988888889028,160.8,7.857056276585326,61.733333333428874
8679,L55858,L,297.3,308.5,1514,44.5,177,0,0,0,0,0,0,297.4,0.09428090422326758,0.008888888901156956,308.65999999999997,0.15055453058121207,0.022666666678529117,1530.2,104.44647752157948,10909.066666665809,38.769999999999996,8.983942465433746,80.71122222222375,163.5,8.356634091153921,69.83333333343592
8680,L55859,L,297.3,308.5,1456,54.2,179,0,0,0,0,0,0,297.38,0.09189365841448195,0.00844444445679749,308.63,0.1494434118494423,0.022333333345202027,1528.7,105.49360170171057,11128.899999999152,38.96,9.315840750511478,86.78488888889028,166.2,8.586811592986239,73.73333333344286
8681,L55860,L,297.2,308.5,1494,39.6,181,0,0,0,0,0,0,297.35,0.0971825316449808,0.009444444456927693,308.59000000000003,0.11972190002340498,0.014333333345214179,1520.0,104.28166984981532,10874.66666666588,39.879999999999995,8.81750783636992,77.74844444444494,168.8,8.753412033163887,76.62222222233832
8682,L55861,L,297.2,308.4,1605,30.0,183,0,0,0,0,0,0,297.32000000000005,0.09189365841590777,0.008444444457059537,308.55,0.10801234502852214,0.01166666667856051,1527.5,107.72109047597176,11603.833333332495,39.1,9.35081695777321,87.43777777777903,171.4,8.720346578236844,76.04444444456705
8683,M23542,M,297.2,308.5,1353,46.5,185,0,0,0,0,0,0,297.28999999999996,0.07378647882365047,0.005444444457193018,308.52000000000004,0.06324555329745495,0.0040000000119012145,1531.6,99.03781544888811,9808.488888888021,38.720000000000006,8.912014362645609,79.42400000000163,174.0,8.485281374246181,72.00000000012915
8684,L55863,L,297.2,308.5,1447,47.9,188,0,0,0,0,0,0,297.27000000000004,0.06749485586615803,0.004555555568393447,308.51000000000005,0.05676462132460065,0.0032222222341253075,1526.9,102.0886869344452,10422.099999999164,39.25,9.316800833858094,86.80277777777889,176.7,8.179242018679727,66.900000000136
8685,L55864,L,297.2,308.5,1588,40.4,190,0,0,0,0,0,0,297.25,0.05270462779210449,0.0027777777907042733,308.5,0.047140452205373745,0.0022222222341271264,1532.9,103.90749090737293,10796.76666666579,40.379999999999995,8.607206283109521,74.08400000000003,179.4,7.589466384413524,57.60000000014289
8686,H38099,H,297.2,308.5,1524,41.4,192,0,0,0,0,0,0,297.23999999999995,0.05163977807501545,0.002666666679636846,308.49,0.031622776789944795,0.0010000000119066714,1516.5,88.50894493401539,7833.833333332568,41.58,7.694413557900231,59.20399999999889,182.0,6.912147117786727,47.777777777927355
8687,M23546,M,297.2,308.5,1611,31.6,197,0,0,0,0,0,0,297.23,0.048304589288666905,0.002333333346346793,308.49,0.031622776789944795,0.0010000000119066714,1525.6,93.44897597678789,8732.71111111028,40.5,8.300602387778849,68.89999999999992,184.6,7.198765326247173,51.822222222378564
8688,M23547,M,297.2,308.5,1604,34.9,200,0,0,0,0,0,0,297.21999999999997,0.04216370229041168,0.001777777790834467,308.49,0.031622776789944795,0.0010000000119066714,1519.6,85.13153221795665,7247.37777777699,41.1,7.55204166655168,57.03333333333267,187.2,7.627435858657936,58.17777777794093
8689,L55868,L,297.1,308.5,1483,46.9,203,0,0,0,0,0,0,297.19999999999993,0.047140452218496935,0.0022222222353643927,308.49,0.031622776789944795,0.0010000000119066714,1516.5,85.91888939898368,7382.055555554791,41.339999999999996,7.708609904948218,59.422666666665776,189.8,8.175845182280202,66.84444444461438
8690,L55869,L,297.1,308.4,1543,39.6,205,0,0,0,0,0,0,297.18,0.04216370229243309,0.001777777791004927,308.48,0.042163702276815616,0.0017777777896879467,1525.2,83.48226691272862,6969.2888888880625,39.88,6.246207738389079,39.01511111111161,192.4,8.487899884224673,72.0444444446212
8691,L55870,L,297.1,308.5,1323,44.4,207,1,1,0,0,0,0,297.17,0.048304589291314856,0.00233333334660261,308.48,0.042163702276815616,0.0017777777896879467,1508.1,105.25677597612507,11078.98888888818,40.36,6.404720481367199,41.020444444444486,195.0,8.589399151160771,73.77777777796139
8692,L55871,L,297.1,308.5,1555,36.2,0,0,0,0,0,0,0,297.15999999999997,0.051639778078318765,0.0026666666799780117,308.48999999999995,0.031622776789944795,0.0010000000119066714,1503.1,101.25375164516892,10252.322222221548,40.980000000000004,5.530882991590594,30.59066666666612,176.7,62.535412190037675,3910.6777777779125
8693,L55872,L,297.1,308.4,1583,31.9,2,0,0,0,0,0,0,297.15,0.05270462779615537,0.002777777791131273,308.47999999999996,0.042163702276815616,0.0017777777896879467,1526.1,88.71608898302276,7870.544444443611,39.519999999999996,5.830723225581383,33.99733333333416,158.4,83.19882477802514,6922.04444444453
8694,M23553,M,297.2,308.5,1584,40.0,4,0,0,0,0,0,0,297.15,0.05270462779615537,0.002777777791131273,308.47999999999996,0.042163702276815616,0.0017777777896879467,1539.8,85.66964975350349,7339.288888887962,38.730000000000004,5.052403168570314,25.526777777779348,140.0,95.37994198642275,9097.333333333369
8695,L55874,L,297.2,308.5,1766,25.8,7,0,0,0,0,0,0,297.15,0.05270462779615537,0.002777777791131273,308.47999999999996,0.042163702276815616,0.0017777777896879467,1557.6,111.41932806594022,12414.266666665615,37.269999999999996,6.436191075128091,41.4245555555585,121.7,102.04361812479988,10412.899999999987
8696,M23555,M,297.2,308.6,1498,44.4,9,0,0,0,0,0,0,297.15,0.05270462779615537,0.002777777791131273,308.48999999999995,0.05676462132464294,0.0032222222341301075,1555.0,112.58774356029596,12675.999999998965,37.57,6.714006917548682,45.07788888889155,103.4,104.41711226294888,10902.933333333269
8697,L55876,L,297.2,308.6,1413,49.8,12,0,0,0,0,0,0,297.15,0.05270462779615537,0.002777777791131273,308.5,0.06666666675595304,0.004444444456349293,1535.2,118.87977119762259,14132.399999999096,39.39,7.35231633946449,54.05655555555653,84.9,102.35933437324229,10477.43333333322
8698,L55877,L,297.3,308.6,1505,33.5,14,0,0,0,0,0,0,297.16,0.06992058997320304,0.004888888902200782,308.51,0.07378647881791266,0.005444444456346274,1525.3,116.61432159044257,13598.89999999916,39.25,7.45985552436812,55.64944444444555,66.3,95.81005514384438,9179.566666666502
8699,H38112,H,297.3,308.7,1438,46.2,16,0,0,0,0,0,0,297.18,0.07888106385851006,0.006222222235450341,308.53,0.09486832986774134,0.009000000011894584,1520.8,119.26608906138907,14224.399999999188,39.18,7.382983437909476,54.50844444444562,47.6,83.64103192944242,6995.822222222007
8700,M23559,M,297.3,308.7,1655,34.1,21,0,0,0,0,0,0,297.2,0.08164965817327227,0.0066666666798122064,308.56,0.09660917836943897,0.009333333345218076,1532.0,126.6149017032847,16031.333333332448,38.629999999999995,7.551166208680139,57.02011111111278,29.2,62.81330361564217,3945.511111110846
8701,M23560,M,297.3,308.7,1451,43.8,24,0,0,0,0,0,0,297.21999999999997,0.07888106385747076,0.006222222235286379,308.58000000000004,0.10327955595637785,0.010666666678546583,1544.8,108.28132084733484,11724.844444443472,38.57,7.502451451211098,56.286777777779506,10.9,7.992357460565864,63.877777777462825
8702,M23561,M,297.3,308.7,1466,38.4,27,0,0,0,0,0,0,297.24,0.06992058997084995,0.004888888901871722,308.6,0.10540925539527143,0.01111111112298556,1535.9,110.97392086030932,12315.211111110195,38.79,7.457352821954492,55.61211111111263,13.6,8.448537019950265,71.3777777774701
8703,L55882,L,297.2,308.6,1774,23.0,30,0,0,0,0,0,0,297.25,0.05270462779226222,0.0027777777907208993,308.62,0.07888106384988312,0.0062222222340893385,1555.0,134.02404427729905,17962.444444443416,37.9,8.784076502399232,77.16000000000233,16.4,8.80908621820106,77.59999999969986
8704,M23563,M,297.2,308.6,1284,51.3,32,0,0,0,0,0,0,297.25,0.05270462779226222,0.0027777777907208993,308.63,0.06749485585894753,0.004555555567420103,1525.0,158.20591364140049,25029.111111110265,39.029999999999994,9.757168305063445,95.20233333333465,19.2,8.87943942172882,78.84444444415186
8705,L55884,L,297.1,308.5,1425,40.0,35,0,0,0,0,0,0,297.24,0.06992058997084995,0.004888888901871722,308.63,0.06749485585894753,0.004555555567420103,1490.9,135.62730796807122,18394.766666666033,40.45,8.580112664372969,73.6183333333334,22.0,9.018499505629988,81.33333333304833
8706,L55885,L,297.2,308.6,1437,52.4,37,0,0,0,0,0,0,297.23999999999995,0.06992058997084995,0.004888888901871722,308.63,0.06749485585894753,0.004555555567420103,1484.8,136.64048529708035,18670.622222221627,41.25,9.329552805764857,87.04055555555492,24.8,8.879439421729675,78.84444444416701
8707,L55886,L,297.2,308.6,1335,53.0,39,0,0,0,0,0,0,297.24,0.06992058997084995,0.004888888901871722,308.63,0.06749485585894753,0.004555555567420103,1477.0,143.26044658437658,20523.555555555013,41.57000000000001,9.702811734520806,94.14455555555463,27.5,8.657045942131434,74.94444444417432
8708,L55887,L,297.2,308.5,1471,41.7,41,0,0,0,0,0,0,297.23,0.06749485586752883,0.004555555568578491,308.62,0.07888106384988312,0.0062222222340893385,1473.6,142.92515523867544,20427.59999999948,42.39,9.282414676269347,86.16322222222058,30.2,8.175845182253738,66.84444444418165
8709,M23568,M,297.2,308.5,1364,54.0,43,0,0,0,0,0,0,297.21999999999997,0.06324555330663623,0.004000000013062565,308.6,0.08164965816548012,0.006666666678539754,1466.2,146.83535753428652,21560.62222222175,43.17,9.94239519543555,98.8512222222199,32.9,7.385421074264417,54.54444444418897
8710,L55889,L,297.1,308.5,1578,35.6,46,0,0,0,0,0,0,297.2,0.06666666676522827,0.004444444457585992,308.58000000000004,0.07888106384995563,0.006222222234100778,1458.5,137.56069367535198,18922.944444444027,43.32000000000001,9.80065757431033,96.05288888888644,35.4,7.136759301887984,50.933333333084654
8711,L55890,L,297.1,308.5,1712,32.1,48,0,0,0,0,0,0,297.18,0.06324555330789451,0.004000000013221726,308.56000000000006,0.0699205899629878,0.00488888890077227,1484.6,159.05987691571954,25300.044444443847,42.15,10.416039981148662,108.49388888888744,37.8,6.908931417599336,47.73333333309118
8712,L55891,L,297.1,308.5,1733,28.7,50,0,0,0,0,0,0,297.15999999999997,0.051639778078223855,0.002666666679968209,308.5400000000001,0.05163977806455087,0.002666666678556069,1511.3,176.98967327062803,31325.34444444366,41.18,11.224358432544,125.98622222222158,40.1,6.740425308027488,45.43333333309746
8713,L55892,L,297.2,308.6,1652,32.1,52,0,0,0,0,0,0,297.16,0.051639778078223855,0.002666666679968209,308.54,0.05163977806455087,0.002666666678556069,1499.1,160.2861676987595,25691.655555554855,42.089999999999996,9.874371991282322,97.50322222222081,42.3,6.667499947905938,44.45555555532568
8714,L55893,L,297.2,308.6,1917,24.1,54,0,0,0,0,0,0,297.15999999999997,0.051639778078223855,0.002666666679968209,308.54,0.05163977806455087,0.002666666678556069,1562.4,188.42281060305416,35503.15555555442,39.370000000000005,10.761871997421723,115.81788888888981,44.5,6.519202405185477,42.49999999977611
8715,M23574,M,297.2,308.6,1444,41.1,56,0,0,0,0,0,0,297.16999999999996,0.04830458929123823,0.0023333333465952073,308.55,0.05270462778224054,0.0027777777896645216,1564.3,186.9735869640979,34959.12222222108,39.480000000000004,10.774641009745508,116.09288888888972,46.6,6.5012819248551645,42.26666666644847
8716,L55895,L,297.1,308.6,1442,37.1,59,0,0,0,0,0,0,297.16,0.05163977807821835,0.0026666666799676406,308.55,0.05270462778224054,0.0027777777896645216,1564.8,186.60165534575688,34820.17777777663,37.95,9.77618989631907,95.57388888889105,48.8,6.613118276057152,43.733333333121124
8717,M23576,M,297.1,308.6,1717,31.3,61,0,0,0,0,0,0,297.15,0.05270462779603421,0.0027777777911185014,308.55,0.05270462778224054,0.0027777777896645216,1603.0,172.93094318574018,29905.111111109694,35.78,8.371884163343905,70.08844444444847,51.0,6.649979114404495,44.22222222201599
8718,L55897,L,297.1,308.7,1474,42.3,64,0,0,0,0,0,0,297.14,0.05163977807898889,0.0026666666800472215,308.57,0.06749485585906081,0.004555555567435396,1603.3,172.67892491879167,29818.011111109692,35.839999999999996,8.421031871319675,70.91377777778175,53.3,6.7831490556312515,46.01111111091114
