UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air_temperature_rolling_mean,Air_temperature_rolling_std,Process_temperature_rolling_mean,Process_temperature_rolling_std,Rotational_speed_rolling_mean,Rotational_speed_rolling_std,Torque_rolling_mean,Torque_rolling_std,Tool_wear_rolling_mean,Tool_wear_rolling_std,Air_temperature_roc,Process_temperature_roc,Rotational_speed_roc,Torque_roc,Tool_wear_roc,power_proxy,temp_delta
8978,M23837,M,296.9,307.5,1556,31.2,116,0,0,0,0,0,0,296.87,0.1337493510474447,307.53999999999996,0.15776212758632896,1516.9,75.48428828423135,41.43,7.674351221221653,104.1,7.445356494705429,0.19999999999998863,0.10000000000002274,21.0,-3.400000000000002,2.0,48547.2,10.600000000000023
8979,L56158,L,296.9,307.6,1435,45.0,119,0,0,0,0,0,0,296.85,0.10801234505136512,307.52000000000004,0.13165611776514602,1515.0,77.45679799446106,40.87,7.1147811709926225,106.6,7.862710869804892,0.0,0.10000000000002274,-121.0,13.8,3.0,64575.0,10.700000000000045
8980,M23839,M,296.9,307.5,1332,51.1,121,0,0,0,0,0,0,296.84000000000003,0.09660917839530138,307.49,0.08755950364347191,1508.6,90.00888844997068,40.980000000000004,7.278247652346604,109.1,8.08908729914976,0.0,-0.10000000000002274,-103.0,6.100000000000001,2.0,68065.2,10.600000000000023
8981,L56160,L,297.0,307.6,1513,42.4,124,0,0,0,0,0,0,296.84000000000003,0.09660917839530138,307.49,0.08755950364347191,1502.4,87.01238736843675,41.48,7.176009414090166,111.7,8.300602387775223,0.10000000000002274,0.10000000000002274,181.0,-8.700000000000003,3.0,64151.2,10.600000000000023
8982,L56161,L,297.0,307.7,1502,39.4,126,0,0,0,0,0,0,296.85,0.10801234505136512,307.5,0.10540925539412749,1501.2,86.91732981529962,41.85,6.936257396223556,114.3,8.300602387775651,0.0,0.0999999999999659,-11.0,-3.0,2.0,59178.799999999996,10.699999999999989
8983,L56162,L,297.0,307.7,1315,60.1,128,0,0,0,0,0,0,296.87,0.11595018094494891,307.53000000000003,0.11595018092313421,1487.2,104.65159127101252,42.87,8.761411606204328,116.9,8.089087299151075,0.0,0.0,-187.0,20.700000000000003,2.0,79031.5,10.699999999999989
8984,M23843,M,297.0,307.7,1261,51.1,130,0,0,0,0,0,0,296.89,0.11972190004318316,307.56,0.11737877912754227,1458.4,123.65741205263593,43.15,8.995832368380281,119.4,7.862710869807111,0.0,0.0,-54.0,-9.0,2.0,64437.1,10.699999999999989
8985,L56164,L,297.1,307.8,1406,60.4,133,0,0,0,0,0,0,296.91999999999996,0.13165611778338251,307.59000000000003,0.13703203198342992,1451.6,124.57055118374541,44.95,10.503570821391982,122.0,7.601169500658796,0.10000000000002274,0.10000000000002274,145.0,9.299999999999997,3.0,84922.4,10.699999999999989
8986,L56165,L,297.1,307.8,1584,42.3,135,0,0,0,0,0,0,296.96,0.11737877914692227,307.63,0.13374935102895072,1443.9,111.92700994646268,45.76,9.876031591686838,124.6,7.089898917942442,0.0,0.0,178.0,-18.1,2.0,67003.2,10.699999999999989
8987,M23846,M,297.1,307.8,1443,43.9,137,0,0,0,0,0,0,297.0,0.08164965819091909,307.66999999999996,0.11595018092381358,1434.7,107.29196925523722,46.69,9.11707189836714,126.9,6.999206304208343,0.0,0.0,-141.0,1.6000000000000014,2.0,63347.7,10.699999999999989
8988,L56167,L,297.2,307.9,1580,35.8,140,0,0,0,0,0,0,297.03000000000003,0.09486832988865172,307.71,0.11972190002332822,1437.1,110.52646741844269,47.15,8.330832958220519,129.3,6.961002482081363,0.0999999999999659,0.0999999999999659,137.0,-8.100000000000001,3.0,56563.99999999999,10.699999999999989
8989,L56168,L,297.2,307.9,1825,24.6,142,0,0,0,0,0,0,297.06,0.09660917838915943,307.73999999999995,0.12649110645374484,1476.1,165.05786864006092,45.11,10.989333212003418,131.6,6.9793345750941524,0.0,0.0,245.0,-11.199999999999996,2.0,44895.0,10.699999999999989
8990,L56169,L,297.2,307.9,1469,48.2,144,0,0,0,0,0,0,297.09000000000003,0.08755950366575325,307.78,0.10327955595662164,1489.8,157.27032636691195,44.82,10.851093134897486,133.9,6.88718616949863,0.0,0.0,-356.0,23.6,2.0,70805.8,10.699999999999989
8991,L56170,L,297.2,307.9,1493,38.4,146,0,0,0,0,0,0,297.11,0.08755950366511091,307.81,0.08755950364538907,1487.8,157.06955288802445,44.42,11.022582879404027,136.1,6.887186169499074,0.0,0.0,24.0,-9.800000000000004,2.0,57331.2,10.699999999999989
8992,M23851,M,297.3,308.0,1598,29.4,148,0,0,0,0,0,0,297.14,0.09660917838684537,307.84000000000003,0.09660917836997812,1497.4,160.92040820783774,43.42,11.943738480429278,138.3,6.815831244651503,0.10000000000002274,0.10000000000002274,105.0,-9.0,2.0,46981.2,10.699999999999989
8993,H38406,H,297.2,307.9,1450,37.2,151,0,0,0,0,0,0,297.15999999999997,0.08432740436091357,307.86,0.08432740434234916,1510.9,149.15052054142143,41.13,10.498153276754064,140.6,6.834552736728976,-0.10000000000002274,-0.10000000000002274,-148.0,7.800000000000004,3.0,53940.00000000001,10.699999999999989
8994,M23853,M,297.2,307.9,1632,37.5,156,0,0,0,0,0,0,297.17999999999995,0.06324555332217362,307.88,0.06324555329844267,1548.0,124.12538463630179,39.769999999999996,9.92852792042544,143.2,7.284687135813879,0.0,0.0,182.0,0.29999999999999716,5.0,61200.0,10.699999999999989
8995,M23854,M,297.1,307.9,1980,20.3,159,0,0,0,0,0,0,297.18,0.06324555332217362,307.89,0.05676462132577397,1605.4,173.90176026199472,35.760000000000005,8.691400603150694,145.8,7.857056276581328,-0.0999999999999659,0.0,348.0,-17.2,3.0,40194.0,10.799999999999955
8996,L56175,L,297.2,308.0,1474,43.7,162,0,0,0,0,0,0,297.19,0.05676462135165021,307.90999999999997,0.05676462132596368,1594.4,178.815361010545,35.9,8.818793064309585,148.5,8.356634091150182,0.0999999999999659,0.10000000000002274,-506.0,23.400000000000002,3.0,64413.8,10.800000000000011
8997,L56176,L,297.2,307.9,1540,37.1,164,0,0,0,0,0,0,297.2,0.04714045223735553,307.91999999999996,0.0421637022786965,1604.1,172.19849657363537,35.220000000000006,8.384880572925677,151.2,8.586811592982624,0.0,-0.10000000000002274,66.0,-6.600000000000001,2.0,57134.0,10.699999999999989
8998,M23857,M,297.1,307.9,1609,38.9,166,0,0,0,0,0,0,297.19,0.05676462135165021,307.91999999999996,0.0421637022786965,1607.0,171.99160186215246,35.53,8.46562329529148,153.8,8.753412033160375,-0.0999999999999659,0.0,69.0,1.7999999999999972,2.0,62590.1,10.799999999999955
8999,L56178,L,297.1,308.0,1467,42.8,169,0,0,0,0,0,0,297.18,0.06324555332217362,307.93,0.0483045892790046,1571.2,158.2858174316274,37.35,7.783636682168729,156.5,8.872554436140943,0.0,0.10000000000002274,-142.0,3.8999999999999986,3.0,62787.6,10.899999999999977
9000,L56179,L,297.1,307.9,1492,39.4,171,0,0,0,0,0,0,297.16999999999996,0.06749485588278153,307.93,0.0483045892790046,1573.5,156.7958687097428,36.47,6.863761521368985,159.2,8.753412033161233,0.0,-0.10000000000002274,25.0,-3.3999999999999986,2.0,58784.799999999996,10.799999999999955
9001,L56180,L,297.0,307.9,1493,46.1,173,0,0,0,0,0,0,297.15,0.08498365864926122,307.92999999999995,0.0483045892790046,1573.5,156.7958687097428,37.24,7.506175235542358,161.9,8.38583461691795,-0.10000000000002274,0.0,1.0,6.700000000000003,2.0,68827.3,10.899999999999977
9002,L56181,L,297.0,307.8,1500,39.9,175,0,0,0,0,0,0,297.12,0.07888106387200987,307.90999999999997,0.056764621325958664,1563.7,158.15115835455475,38.29,7.0053075116896375,164.6,7.734482673217845,0.0,-0.0999999999999659,7.0,-6.200000000000003,2.0,59850.0,10.800000000000011
9003,L56182,L,297.1,307.8,1477,36.6,177,0,0,0,0,0,0,297.11,0.07378647884170876,307.9,0.06666666675701459,1566.4,156.21296005417545,38.230000000000004,7.018238145479864,167.2,6.988880056528122,0.10000000000002274,0.0,-23.0,-3.299999999999997,2.0,54058.200000000004,10.699999999999989
9004,L56183,L,297.1,307.9,1342,49.1,179,0,0,0,0,0,0,297.1,0.06666666678268982,307.9,0.06666666675701459,1537.4,169.07079385077782,39.39,7.799351824920455,169.5,6.670832032070555,0.0,0.0999999999999659,-135.0,12.5,2.0,65892.2,10.799999999999955
9005,M23864,M,297.1,307.8,1538,34.3,181,0,0,0,0,0,0,297.1,0.06666666678268982,307.89,0.07378647881881915,1493.2,68.17754599409672,40.79,4.586804745983625,171.7,6.447221623829254,0.0,-0.0999999999999659,196.0,-14.800000000000004,2.0,52753.399999999994,10.699999999999989
9006,L56185,L,297.2,307.9,1337,58.1,184,0,0,0,0,0,0,297.1,0.06666666678268982,307.88,0.06324555329843606,1479.5,84.31850989617088,42.230000000000004,7.1475015059653435,173.9,6.522610247788501,0.0999999999999659,0.0999999999999659,-201.0,23.800000000000004,3.0,77679.7,10.699999999999989
9007,L56186,L,297.3,307.9,1417,41.8,186,0,0,0,0,0,0,297.11,0.08755950366511547,307.88,0.06324555329843606,1467.2,83.47960496099716,42.7,6.923711271982427,176.1,6.52261024778898,0.10000000000002274,0.0,80.0,-16.300000000000004,2.0,59230.6,10.599999999999966
9008,L56187,L,297.4,308.0,1383,46.2,188,0,0,0,0,0,0,297.14,0.12649110646699274,307.89,0.07378647881881915,1444.6,70.39128733965089,43.43,6.863113967677612,178.3,6.447221623830708,0.0999999999999659,0.10000000000002274,-34.0,4.400000000000006,2.0,63894.600000000006,10.600000000000023
9009,M23868,M,297.4,308.0,1440,42.4,190,0,0,0,0,0,0,297.16999999999996,0.14944341186016016,307.89,0.07378647881881915,1441.9,69.9530795128658,43.39,6.868357397029624,180.4,6.501281924881908,0.0,0.0,57.0,-3.8000000000000043,2.0,61056.0,10.600000000000023
9010,L56189,L,297.3,307.9,1579,34.4,193,0,0,0,0,0,0,297.19,0.15238839272457946,307.89,0.07378647881881915,1450.6,81.35682720788235,42.89,7.355791369163842,182.6,6.686636756340727,-0.0999999999999659,-0.10000000000002274,139.0,-8.0,3.0,54317.6,10.599999999999966
9011,L56190,L,297.2,307.9,1441,40.0,195,0,0,0,0,0,0,297.21,0.13703203199479544,307.89,0.07378647881881915,1445.4,79.99611101658462,42.279999999999994,7.312819793577057,184.8,6.795423296448844,-0.10000000000002274,0.0,-138.0,5.600000000000001,2.0,57640.0,10.699999999999989
9012,M23871,M,297.2,307.9,1530,35.9,197,0,0,0,0,0,0,297.23,0.11595018093636991,307.9,0.06666666675701459,1448.4,82.78513017310352,41.88,7.562598025076318,187.0,6.831300510650568,0.0,0.0,89.0,-4.100000000000001,2.0,54927.0,10.699999999999989
9013,L56192,L,297.2,308.0,1705,26.0,200,0,0,0,0,0,0,297.24,0.10749677004558184,307.91999999999996,0.06324555329877317,1471.2,116.19313423969639,40.82,8.9925648300261,189.3,6.961002482093364,0.0,0.10000000000002274,175.0,-9.899999999999999,3.0,44330.0,10.800000000000011
9014,H38427,H,297.2,308.0,1435,43.0,202,0,0,0,0,0,0,297.25,0.09718253165598696,307.93,0.06749485586053745,1480.5,108.14624871492616,40.21,8.565233343127481,191.6,6.9793345751061295,0.0,0.0,-270.0,17.0,2.0,61705.0,10.800000000000011
9015,M23874,M,297.2,308.1,1340,61.3,207,1,0,0,0,1,0,297.26,0.08432740435753358,307.96,0.0699205899646316,1460.7,114.39410435468645,42.910000000000004,10.526310950291217,194.2,7.420691791661646,0.0,0.10000000000002274,-95.0,18.299999999999997,5.0,82142.0,10.900000000000034
9016,L56195,L,297.2,308.1,1431,49.7,210,1,0,0,0,0,0,297.26,0.08432740435753358,307.97999999999996,0.0788810638515822,1470.1,106.7035873602909,42.07,9.460684729741011,196.8,7.983315935969737,0.0,0.0,91.0,-11.599999999999994,3.0,71120.7,10.900000000000034
9017,L56196,L,297.3,308.2,1396,52.7,212,1,0,0,0,1,0,297.26,0.08432740435753358,308.01000000000005,0.09944289266234409,1468.0,108.06273897859175,43.16,10.036511124666477,199.4,8.302610031400695,0.10000000000002274,0.0999999999999659,-35.0,3.0,2.0,73569.2,10.899999999999977
9018,M23877,M,297.3,308.1,1369,52.0,214,0,0,0,0,0,0,297.25,0.07071067822206134,308.02000000000004,0.10327955595781269,1466.6,109.36909984085868,43.739999999999995,10.392967707915567,202.0,8.406346808623578,0.0,-0.0999999999999659,-27.0,-0.7000000000000028,2.0,71188.0,10.800000000000011
9019,L56198,L,297.3,308.1,1615,35.4,217,1,1,0,0,0,0,297.24,0.05163977809157641,308.03000000000003,0.10593499060466156,1484.1,118.27787432802077,43.04,10.723722405126901,204.7,8.459708426823179,0.0,0.0,246.0,-16.6,3.0,57171.0,10.800000000000011
9020,L56199,L,297.2,308.1,1662,31.3,0,0,0,0,0,0,0,297.23,0.04830458930650142,308.05,0.09718253164356758,1492.4,128.1754006560259,42.730000000000004,11.041341504646114,185.4,65.56116736809078,-0.10000000000002274,0.0,47.0,-4.099999999999998,-217.0,52020.6,10.900000000000034
9021,L56200,L,297.3,308.2,1553,33.5,2,0,0,0,0,0,0,297.24,0.05163977809157641,308.08000000000004,0.09189365841387608,1503.6,128.07827467780686,42.08,11.405242459305928,166.1,87.24352889087777,0.10000000000002274,0.0999999999999659,-109.0,2.1999999999999993,2.0,52025.5,10.899999999999977
9022,M23881,M,297.4,308.2,1536,34.6,4,0,0,0,0,0,0,297.26,0.06992058998217898,308.11,0.07378647882045125,1504.2,128.2296550897792,41.95,11.490600023013949,146.8,100.05531803290971,0.0999999999999659,0.0,-17.0,1.1000000000000014,2.0,53145.600000000006,10.800000000000011
9023,L56202,L,297.4,308.3,1548,46.6,7,0,0,0,0,0,0,297.28000000000003,0.0788810638662766,308.14,0.08432740434417674,1488.5,109.09654236296872,44.010000000000005,10.072454186211576,127.5,107.02465967139425,0.0,0.10000000000002274,12.0,12.0,3.0,72136.8,10.900000000000034
9024,L56203,L,297.4,308.3,1706,30.9,9,0,0,0,0,0,0,297.3,0.08164965818059214,308.16999999999996,0.08232726030989547,1515.6,126.58699248606001,42.8,10.900050968280366,108.2,109.47125447146153,0.0,0.0,158.0,-15.700000000000003,2.0,52715.399999999994,10.900000000000034
9025,L56204,L,297.4,308.3,1366,45.5,11,0,0,0,0,0,0,297.32,0.078881063864847,308.19,0.08755950364779913,1518.2,122.78961230042225,41.22,8.87803782125056,88.6,107.34182161052858,0.0,0.0,-340.0,14.600000000000001,2.0,62153.0,10.900000000000034
9026,L56205,L,297.5,308.4,1440,35.9,13,0,0,0,0,0,0,297.35,0.08498365864259154,308.22,0.10327955595899509,1519.1,122.11056010389929,39.839999999999996,8.476922921805002,68.9,100.44174652227164,0.10000000000002274,0.0999999999999659,74.0,-9.600000000000001,2.0,51696.0,10.899999999999977
9027,M23886,M,297.5,308.4,1685,28.1,15,0,0,0,0,0,0,297.37,0.09486832987855831,308.23999999999995,0.11737877913074649,1548.0,123.92470832457948,37.38,7.878634963551207,49.2,87.77724331764021,0.0,0.0,245.0,-7.799999999999997,2.0,47348.5,10.899999999999977
9028,M23887,M,297.4,308.3,1444,44.0,18,0,0,0,0,0,0,297.38,0.09189365842285119,308.26,0.10749677003534154,1555.5,113.73873570599716,36.58,6.517804674718398,29.6,66.0945450766446,-0.10000000000002274,-0.0999999999999659,-241.0,15.899999999999999,3.0,63536.0,10.900000000000034
9029,L56208,L,297.4,308.3,1395,48.7,21,0,0,0,0,0,0,297.39,0.087559503656101,308.28000000000003,0.09189365841530454,1533.5,121.93281392270931,37.91,7.528826085268836,10.0,6.912147117751464,0.0,0.0,-49.0,4.700000000000003,3.0,67936.5,10.900000000000034
9030,L56209,L,297.4,308.3,1483,38.8,23,0,0,0,0,0,0,297.40999999999997,0.0567646213406479,308.3,0.06666666676065545,1515.6,113.84316697398147,38.660000000000004,7.161812309433782,12.3,7.040359839264967,0.0,0.0,88.0,-9.900000000000006,2.0,57540.399999999994,10.900000000000034
9031,M23890,M,297.5,308.4,1403,44.3,25,0,0,0,0,0,0,297.42999999999995,0.04830458929490405,308.32,0.06324555330264447,1500.6,118.16767747569274,39.74,7.111368050913723,14.6,7.058485830679047,0.10000000000002274,0.0999999999999659,-80.0,5.5,2.0,62152.899999999994,10.899999999999977
9032,H38445,H,297.5,308.4,1793,23.9,28,0,0,0,0,0,0,297.43999999999994,0.05163977808073968,308.34000000000003,0.05163977807126473,1526.3,150.30047682336993,38.67,8.61639909320216,17.0,7.133644852988554,0.0,0.0,390.0,-20.4,3.0,42852.7,10.899999999999977
9033,L56212,L,297.4,308.3,1723,28.8,33,0,0,0,0,0,0,297.43999999999994,0.05163977808073968,308.34,0.05163977807126473,1543.8,162.7778308683988,36.89,8.634742484740398,19.6,7.791733511279721,-0.10000000000002274,-0.0999999999999659,-70.0,4.900000000000002,5.0,49622.4,10.900000000000034
9034,L56213,L,297.4,308.2,1386,41.0,35,0,0,0,0,0,0,297.44,0.05163977808073968,308.33000000000004,0.06749485586417689,1511.8,158.75263777335863,37.9,8.444853791248125,22.2,8.189424074155768,0.0,-0.10000000000002274,-337.0,12.2,2.0,56826.0,10.800000000000011
9035,H38448,H,297.4,308.2,1585,46.2,37,0,0,0,0,0,0,297.44,0.05163977808073968,308.32,0.07888106385426277,1533.7,151.33704107058176,37.97,8.51743962571969,24.8,8.363943780015383,0.0,0.0,199.0,5.200000000000003,2.0,73227.0,10.800000000000011
9036,M23895,M,297.3,308.1,1731,27.7,42,0,0,0,0,0,0,297.41999999999996,0.0632455533114403,308.28999999999996,0.09944289266411468,1562.8,159.0966163478405,37.15,9.112781012280532,27.7,8.832389886707983,-0.0999999999999659,-0.0999999999999659,146.0,-18.500000000000004,5.0,47948.7,10.800000000000011
9037,L56216,L,297.3,308.3,1519,37.7,45,0,0,0,0,0,0,297.4,0.06666666677000507,308.28000000000003,0.09189365841530743,1546.2,153.4910782785433,38.11,8.541200800303972,30.7,9.129317852072134,0.0,0.19999999999998863,-212.0,10.000000000000004,3.0,57266.3,11.0
9038,L56217,L,297.3,308.2,1896,24.4,47,0,0,0,0,0,0,297.39,0.07378647883099398,308.27,0.0948683298708846,1591.4,183.64228513304656,36.15,9.258179566680075,33.6,9.252026804961519,0.0,-0.10000000000002274,377.0,-13.300000000000004,2.0,46262.399999999994,10.899999999999977
9039,L56218,L,297.3,308.3,2358,14.9,49,0,0,0,0,0,0,297.38,0.07888106386268132,308.27,0.0948683298708846,1687.7,290.57148671004535,32.769999999999996,10.280731707638834,36.4,9.25202680496193,0.0,0.10000000000002274,462.0,-9.499999999999998,2.0,35134.200000000004,11.0
9040,M23899,M,297.3,308.3,1341,51.9,51,0,0,0,0,0,0,297.37,0.08232726031951663,308.27000000000004,0.0948683298708846,1673.5,304.8074984496091,34.08,11.849406923743041,39.2,8.978987817229955,0.0,0.0,-1017.0,37.0,2.0,69597.9,11.0
9041,L56220,L,297.3,308.3,1550,37.0,54,0,0,0,0,0,0,297.35,0.07071067821797654,308.26,0.08432740434513938,1688.2,293.653158978028,33.35,11.364784790454193,42.1,8.556349169526731,0.0,0.0,209.0,-14.899999999999999,3.0,57350.0,11.0
9042,L56221,L,297.3,308.3,1309,61.5,56,0,0,0,0,0,0,297.33000000000004,0.04830458930045825,308.25,0.07071067820678957,1639.8,313.6653560015088,37.11,13.841038015023884,44.9,7.992357460570389,0.0,0.0,-241.0,24.5,2.0,80503.5,11.0
9043,M23902,M,297.3,308.4,1599,32.9,58,0,0,0,0,0,0,297.32000000000005,0.042163702304037785,308.26000000000005,0.08432740434513938,1627.4,312.4594907077255,37.519999999999996,13.626591650152385,47.4,7.763160868256622,0.0,0.0999999999999659,290.0,-28.6,2.0,52607.1,11.099999999999966
9044,L56223,L,297.4,308.4,1343,40.0,61,0,0,0,0,0,0,297.32,0.042163702304037785,308.28,0.09189365841530893,1623.1,316.42146647223916,37.42,13.601862617548724,50.0,7.498147919452752,0.0999999999999659,0.0,-256.0,7.100000000000001,3.0,53720.0,11.0
9045,L56224,L,297.4,308.4,1378,39.9,63,0,0,0,0,0,0,297.32,0.042163702304037785,308.3,0.09428090422467654,1602.4,325.8221055183988,36.79,13.292391307310728,52.6,6.979334575078749,0.0,0.0,35.0,-0.10000000000000142,2.0,54982.2,11.0
9046,L56225,L,297.4,308.4,1603,34.6,65,0,0,0,0,0,0,297.33000000000004,0.04830458930045825,308.33000000000004,0.0674948558642478,1589.6,322.70805519677873,37.480000000000004,12.942591188269425,54.9,6.8871861694830185,0.0,0.0,225.0,-5.299999999999997,2.0,55463.8,11.0
9047,L56226,L,297.4,308.4,1664,28.1,67,0,0,0,0,0,0,297.34000000000003,0.051639778085950654,308.34000000000003,0.06992058996807796,1604.1,322.44084728830205,36.52,13.27619423379067,57.1,6.887186169483455,0.0,0.0,61.0,-6.5,2.0,46758.4,11.0
9048,L56227,L,297.3,308.4,1488,37.4,69,0,0,0,0,0,0,297.34000000000003,0.05163977808595066,308.36,0.051639778071686356,1563.3,306.8369273734806,37.82,12.575531797900336,59.3,6.815831244635713,-0.0999999999999659,0.0,-176.0,9.299999999999997,2.0,55651.2,11.099999999999966
9049,M23908,M,297.3,308.4,1370,50.5,71,0,0,0,0,0,0,297.34000000000003,0.05163977808595066,308.37,0.04830458928482532,1464.5,131.46292252950917,41.38,10.176312364178557,61.5,6.670832032048389,0.0,0.0,-118.0,13.100000000000001,2.0,69185.0,11.099999999999966
9050,L56229,L,297.3,308.5,1545,34.3,74,0,0,0,0,0,0,297.34,0.05163977808595066,308.39,0.056764621331407014,1484.9,125.8786452633362,39.62,9.663769680846377,63.8,6.613118276058763,0.0,0.10000000000002274,175.0,-16.200000000000003,3.0,52993.49999999999,11.199999999999989
9051,M23910,M,297.4,308.5,1566,31.4,76,0,0,0,0,0,0,297.35,0.05270462780273608,308.40999999999997,0.05676462133169686,1486.5,126.89562640217147,39.059999999999995,9.989238654116265,66.0,6.6499791144061,0.0999999999999659,0.0,21.0,-2.8999999999999986,2.0,49172.399999999994,11.100000000000023
9052,L56231,L,297.4,308.6,1820,24.6,79,0,0,0,0,0,0,297.36,0.05163977808493673,308.43999999999994,0.06992058996924376,1537.6,148.5210048743536,35.37,7.206794633461749,68.3,6.78314905563283,0.0,0.10000000000002274,254.0,-6.799999999999997,3.0,44772.0,11.200000000000045
9053,M23912,M,297.4,308.6,1901,22.1,81,0,0,0,0,0,0,297.37,0.0483045892982845,308.46,0.08432740434700603,1567.8,187.88164122955072,34.29,8.33845842400703,70.6,6.801960501685852,0.0,0.0,81.0,-2.5,2.0,42012.100000000006,11.200000000000045
9054,M23913,M,297.4,308.5,1638,32.2,84,0,0,0,0,0,0,297.37,0.0483045892982845,308.47,0.08232726031264792,1597.3,171.07051827308052,33.510000000000005,8.10657483500652,72.9,7.078135347662836,0.0,-0.10000000000002274,-263.0,10.100000000000001,3.0,52743.600000000006,11.100000000000023
9055,M23914,M,297.3,308.4,1521,38.2,87,0,0,0,0,0,0,297.36,0.05163977808493673,308.46999999999997,0.08232726031264792,1611.6,156.01652334145103,33.34,7.974431362521161,75.3,7.409453421126328,-0.0999999999999659,-0.10000000000002274,-117.0,6.0,3.0,58102.200000000004,11.099999999999966
9056,H38469,H,297.3,308.4,1864,23.1,90,0,0,0,0,0,0,297.35,0.05270462780273608,308.46999999999997,0.08232726031264792,1637.7,175.0841385036155,32.19,8.578843485899593,77.8,7.757433710810892,0.0,0.0,343.0,-15.100000000000001,3.0,43058.4,11.099999999999966
9057,L56236,L,297.3,308.3,1430,41.9,95,0,0,0,0,0,0,297.34,0.05163977808595066,308.46,0.09660917837412855,1614.3,186.44692423194735,33.57,8.949742392320255,80.6,8.448537019959899,0.0,-0.0999999999999659,-434.0,18.799999999999997,5.0,59917.0,11.0
9058,M23917,M,297.3,308.4,1686,34.5,97,0,0,0,0,0,0,297.34000000000003,0.05163977808595066,308.46000000000004,0.09660917837412855,1634.1,182.0045481727126,33.28,8.858367042896353,83.4,8.809086218210306,0.0,0.0999999999999659,256.0,-7.399999999999999,2.0,58167.0,11.099999999999966
9059,M23918,M,297.2,308.3,1326,57.2,100,0,0,0,0,0,0,297.33,0.06749485587588955,308.45,0.10801234503259481,1629.7,189.477087445064,33.95,10.421052410065814,86.3,9.043720964777695,-0.10000000000002274,-0.0999999999999659,-360.0,22.700000000000003,3.0,75847.2,11.100000000000023
9060,L56239,L,297.2,308.3,1805,25.6,103,0,0,0,0,0,0,297.32000000000005,0.0788810638646943,308.43,0.11595018092777844,1655.7,194.33936525801025,33.08,10.746658395365156,89.2,9.307106006815486,0.0,0.0,479.0,-31.6,3.0,46208.0,11.100000000000023
9061,H38474,H,297.2,308.3,1453,45.8,105,0,0,0,0,0,0,297.3,0.0816496581803901,308.40999999999997,0.11972190002685854,1644.4,203.2170159104624,34.52,11.438997625083738,92.1,9.255028663134556,0.0,0.0,-352.0,20.199999999999996,2.0,66547.4,11.100000000000023
9062,M23921,M,297.2,308.4,1863,26.0,110,0,0,0,0,0,0,297.28000000000003,0.07888106386602185,308.39,0.09944289266490744,1648.7,207.7498763203209,34.660000000000004,11.311960238811357,95.2,9.566144004300076,0.0,0.0999999999999659,410.0,-19.799999999999997,5.0,48438.0,11.199999999999989
9063,L56242,L,297.2,308.3,1576,35.3,113,0,0,0,0,0,0,297.26,0.06992058998182894,308.36,0.06992058996830593,1616.2,188.41667772371525,35.980000000000004,10.41833853250035,98.4,9.640193635671292,0.0,-0.0999999999999659,-287.0,9.299999999999997,3.0,55632.799999999996,11.100000000000023
9064,L56243,L,297.2,308.3,1419,39.7,115,0,0,0,0,0,0,297.23999999999995,0.05163977809101223,308.34,0.051639778071381044,1594.3,198.08081964468272,36.73,10.385893210397505,101.5,9.478044805404,0.0,0.0,-157.0,4.400000000000006,2.0,56334.3,11.100000000000023
9065,L56244,L,297.2,308.4,1833,25.2,117,0,0,0,0,0,0,297.23,0.04830458930585296,308.34000000000003,0.051639778071381044,1625.5,209.49529297283885,35.43,10.978165197842271,104.5,9.119576013531946,0.0,0.0999999999999659,414.0,-14.500000000000004,2.0,46191.6,11.199999999999989
9066,H38479,H,297.2,308.4,2182,17.3,119,0,0,0,0,0,0,297.21999999999997,0.0421637023101929,308.34000000000003,0.051639778071381044,1657.3,266.1854199196026,34.85,11.822694748284574,107.4,8.591985930048459,0.0,0.0,349.0,-7.899999999999999,2.0,37748.6,11.199999999999989
9067,L56246,L,297.2,308.3,1656,30.3,124,0,0,0,0,0,0,297.21,0.03162277683530867,308.34,0.051639778071381044,1679.9,254.06055708563613,33.69,11.621479156191054,110.3,8.832389886720781,0.0,-0.0999999999999659,-526.0,13.0,5.0,50176.8,11.100000000000023
9068,L56247,L,297.1,308.2,1351,56.6,126,0,0,0,0,0,0,297.19,0.03162277683690748,308.32000000000005,0.0632455533027015,1646.4,274.4360682482408,35.9,13.706851490323428,113.2,8.74070935336168,-0.0999999999999659,-0.10000000000002274,-305.0,26.3,2.0,76466.6,11.099999999999966
9069,H38482,H,297.1,308.2,1790,30.3,128,0,0,0,0,0,0,297.18,0.04216370231259271,308.31,0.0737864788223049,1692.8,252.60236648842485,33.21,11.528751498367757,116.0,8.524474568360136,0.0,0.0,439.0,-26.3,2.0,54237.0,11.099999999999966
9070,M23929,M,297.2,308.2,1678,28.1,133,0,0,0,0,0,0,297.17999999999995,0.04216370231259271,308.3,0.0816496581695298,1680.1,249.50816063251185,33.459999999999994,11.371426178511596,119.0,8.71779788707907,0.0999999999999659,0.0,-112.0,-2.1999999999999993,5.0,47151.8,11.0
